salothpsop	saloths	salaries	Salaries for other election activities	Salaries Permanent staff Overtime pay	Permanent staff overtime pay for performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other.
salothtsrp	saloths	salaries	Salaries for other election activities	Salaries Temporary staff Regular pay	Temporary staff regular pay for performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other.
salothtsop	saloths	salaries	Salaries for other election activities	Salaries Temporary staff Overtime pay	Temporary staff overtime pay for performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other.
salothbeps	saloths	salaries	Salaries for other election activities	Benefits Permanent staff In dollars	Total benefits in dollars for permanent staff performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other. 
salothbepsp	saloths	salaries	Salaries for other election activities	Benefits Permanent staff In percent	Total benefits in percent for permanent staff performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other. 
salothbets	saloths	salaries	Salaries for other election activities	Benefits Temporary staff  In dollars	Total benefits in dollars for temporary staff performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other. 
salothbetsp	saloths	salaries	Salaries for other election activities	Benefits Temporary staff In percent	Total benefits in percent for temporary staff performing tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other. 
salothhrsps	saloths	salaries	Salaries for other election activities	Hours worked Permanent staff	Hours worked by permanent staff on tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other.
salothhrsts	saloths	salaries	Salaries for other election activities	Hours worked Temporary staff	Hours worked by temporary staff on tasks related to voter education and outreach, voter registration, preparation of detailed election calendar of events, preparation of street indexes, preparation of voter rosters, and other.
salothcomment	saloths	salaries	Salaries for other election activities	General Comments & Concerns about this section	General Comments & Concerns about this section
ssballayout	ssbals	services & supplies	Ballot printing services and supplies	Ballot layout costs (if done by non-employees)	Ballot layout performed by a contractor.
ssbaltransl	ssbals	services & supplies	Ballot printing services and supplies	Ballot translation (if done by non-employees)	Ballot translation performed by a contractor.
ssbalprisben	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet English	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbch	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Chinese	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbko	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Korean	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbsp	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Spanish	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalrpisbvi	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Vietnamese	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbja	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Japanese	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbta	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Tagalog	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbkh	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Khmer	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbhi	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Hindi	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbth	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Thai	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbfi	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlet Other languages	Cost of printing single language sample ballot and voter information pamphlet in English.
ssbalprisbml	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlets multi-language	Select language combinations for your multi-language sample ballots and voter information pamphlets.
ssbalprisbmc	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Sample ballot and voter information pamphlets multi-language	Cost of printing multi-language sample ballots and voter information pamphlets in the selected language cominations. 
ssbalprioben	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot English	Cost of printing single language official ballots in English.
ssbalpriobch	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Chinese	Cost of printing single language official ballots in English.
ssbalpriobko	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Korean	Cost of printing single language official ballots in English.
ssbalpriobsp	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Spanish	Cost of printing single language official ballots in English.
ssbalpriobvi	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Vietnamese	Cost of printing single language official ballots in English.
ssbalpriobja	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Japanese	Cost of printing single language official ballots in English.
ssbalpriobta	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Tagalog	Cost of printing single language official ballots in English.
ssbalpriobkh	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Khmer	Cost of printing single language official ballots in English.
ssbalpriobhi	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Hindi	Cost of printing single language official ballots in English.
ssbalpriobth	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Thai	Cost of printing single language official ballots in English.
ssbalpriobfi	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot Other languages	Cost of printing single language official ballots in English.
ssbalpriobml	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot multilanguage	Select language combinations for your multi-language official ballots 
ssbalpriobmc	ssbals	services & supplies	Ballot printing services and supplies	Ballot printing Official ballot multilanguage	Cost of printing multi-language official ballots in the following language combinations. 
ssbalprivbm	ssbals	services & supplies	Ballot printing services and supplies	Printing of VBM envelopes, instructions and other material	Cost of printing VBM envelopes, instructions and other VBM material. 
ssbalpriuo	ssbals	services & supplies	Ballot printing services and supplies	Printing of UOCAVA envelopes, instruction and other material	Cost of printing UOCAVA envelopes, instructions and other UOCAVA material. 
ssbalpriprot	ssbals	services & supplies	Ballot printing services and supplies	Printing of provisional ballot envelopes - total cost	Total cost of printing provisional ballot envelopes.
ssbalpriprou	ssbals	services & supplies	Ballot printing services and supplies	Printing of provisional ballot envelopes - unit cost	Unit cost of printing provisional ballot envelopes.
ssbalpriship	ssbals	services & supplies	Ballot printing services and supplies	Ballot and related material shipping costs 	Cost of shipping ballots and related material between the printer and the county. 
ssbalprioth	ssbals	services & supplies	Ballot printing services and supplies	Other	Other ballot related service and supply costs.
ssbalcomment	ssbals	services & supplies	Ballot printing services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
sspossbal	postages	services & supplies	Postage services and supplies	Sample ballot and voter information pamphlet	Postage to mail sample ballot and voter information pamphlet to voters (not including UOCAVA).
ssposuo	postages	services & supplies	Postage services and supplies	UOCAVA sample and official ballot and other mailings	Generally, UOCAVA postage is free, but where it isn't free, please provide your postage costs to mail UOCAVA sample and official ballots and other UOCAVA mailings. 
ssposvbmo	postages	services & supplies	Postage services and supplies	VBM official ballot - outbound	Postage to mail VBM official ballots to voters.
ssposvbmi	postages	services & supplies	Postage services and supplies	VBM official ballot - inbound	Postage to receive voted VBM official ballots.
ssposvbmoth	postages	services & supplies	Postage services and supplies	VBM other mailings	Postage for all other VBM mailings.
ssposaddsepm	postages	services & supplies	Postage services and supplies	Multilingual ballot/election materials - additional/separate	Costs to send additional and separate multilingual materials to the voters (sent separately from the main voter mailings).
ssposoth	postages	services & supplies	Postage services and supplies	Other	Postage to mail other mailings, including change of address cards, etc.
ssposcomment	postages	services & supplies	Postage services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
ssppsurvey	sspps	services & supplies	Polling place services and supplies	Surveying costs (if done by non-employees)	Cost of surveying polling places by a contractor. 
sspprent	sspps	services & supplies	Polling place services and supplies	Facility rental	Cost of renting polling places.
ssppmod	sspps	services & supplies	Polling place services and supplies	Facility modifications 	Cost of modifying polling places for voters with disabilities.
ssppdelive	sspps	services & supplies	Polling place services and supplies	Delivery and pick-up 	Delivery and pick-up to and from polling place by contractor of voting equipment, tables, chairs, supply kits, etc.
ssppsup	sspps	services & supplies	Polling place services and supplies	Election materials/recordings/supplies - exclude multilingual	All election materials/recording/supplies used at a polling place during an election, including signs, posters, flags, voting booths, rosters, street indexes, supply boxes with contents, office supplies, etc. Exclude multilingual.
ssppsupm	sspps	services & supplies	Polling place services and supplies	Election materials/recordings/supplies - multilingual only	All election materials/recording/supplies used at a polling place during an election, including signs, posters, flags, voting booths, rosters, street indexes, supply boxes with contents, office supplies, etc. Multilingual only. Include translation by contractors.
ssppsec	sspps	services & supplies	Polling place services and supplies	Security	Costs for law enforcement and outside security services.
ssppoth	sspps	services & supplies	Polling place services and supplies	Other services & supplies	Cost of polling place cleaning, insurance, polling place change cards, etc.  Includes staff mileage for delivery/pick-up of supplies to/from polling place. 
ssppcomment	sspps	services & supplies	Polling place services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
sspwrec	sspws	services & supplies	Poll worker services and supplies	Recruiting (if contracted out) - exclude multilingual	Cost of recruiters, postage to mail recruiting info and other communications to potential poll workers, etc. Exclude multilingual.
sspwrecm	sspws	services & supplies	Poll worker services and supplies	Recruiting (if contracted out) - multilingual only	Cost of recruiters, postage to mail recruiting info and other communications to potential poll workers, etc. Multilingual only.
sspwtrain	sspws	services & supplies	Poll worker services and supplies	Training (if done by non-employees) 	Cost of training manuals and audio-visual development, rent/purchase of training equipment, rent of training facilities, cost of outside trainers, printing of training hand-outs, etc. 
sspwcomp	sspws	services & supplies	Poll worker services and supplies	Poll worker compensation - exclude multilingual	Hourly or daily amount, extra for lead, for attending training, for mileage for return of ballots and supplies, for use of personal cell phone, etc. Exclude multilingual.
sspwcompm	sspws	services & supplies	Poll worker services and supplies	Poll worker compensation - multilingual only	Hourly or daily amount, extra for lead, for attending training, for mileage for return of ballots and supplies, for use of personal cell phone, etc. Multilingual only.
sspwoth	sspws	services & supplies	Poll worker services and supplies	Other	Other poll worker services & supplies, including mileage for staff to attend after hour poll worked training, postage to mail poll worker passes and paychecks, etc.
sspwcomment	sspws	services & supplies	Poll worker services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
ssbcprocvbh	ssbcs	services & supplies	Ballot counting services and supplies	Processing VBM ballots by outside help	Costs to contract with outside labor to help with VBM ballot processing.
ssbcprocpbh	ssbcs	services & supplies	Ballot counting services and supplies	Processing provisional ballots by outside help	Costs to contract with outside labor to help with provisional ballot processing.
ssbcprocs	ssbcs	services & supplies	Ballot counting services and supplies	Processing supplies	Cost of ballot processing supplies.
ssbcbcounth	ssbcs	services & supplies	Ballot counting services and supplies	Ballot counting by outside help	Costs to contract with outside labor to help with ballot counting.
ssbcbcounts	ssbcs	services & supplies	Ballot counting services and supplies	Ballot counting supplies	Cost of ballot counting supplies.
ssbccanvh	ssbcs	services & supplies	Ballot counting services and supplies	Canvass by outside help	Costs to contract with outside labor to help with the canvass.
ssbccanvs	ssbcs	services & supplies	Ballot counting services and supplies	Canvass supplies	Cost of canvass supplies.
ssbcpcsec	ssbcs	services & supplies	Ballot counting services and supplies	Ballot processing, counting and canvass security	Costs for law enforcement and security services.
ssbccomment	ssbcs	services & supplies	Ballot counting services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
ssvehrent	ssvehs	services & supplies	Vehicle services and supplies	Rented vehicles	Costs to rent vehicles for election related transportation, excluding polling place deliveries and pick-ups. 
ssvehcount	ssvehs	services & supplies	Vehicle services and supplies	County vehicles	Costs to use county vehicles for election related transportation, excluding polling place deliveries and pick-ups.
ssvehfuel	ssvehs	services & supplies	Vehicle services and supplies	Fuel	Costs to purchase fuel for vehicles used for election related transportation, excluding polling place deliveries and pick-ups. 
ssvehins	ssvehs	services & supplies	Vehicle services and supplies	Insurance	Costs to insure vehicles used for election related transportation, excluding polling place deliveries and pick-ups.
ssvehcomment	ssvehs	services & supplies	Vehicle services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
sscanprint	sscans	services & supplies	Candidate services and supplies	Printing costs	Costs to print candidate guides, forms, and other candidate materials.
sscancomment	sscans	services & supplies	Candidate services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
ssmedprint	ssmeds	services & supplies	Media services and supplies	Printing costs 	Costs to print election media kits, press releases, and other media materials.
ssmedcampm	ssmeds	services & supplies	Media services and supplies	Media campaign - multilingual	Costs to contract services and purchase supplies to run a multilingual media campaign.
ssmedcomment	ssmeds	services & supplies	Media services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
ssothoutrea	ssoths	services & supplies	Other services and supplies	Voter education & outreach - exclude multilingual	Costs to rent booths/tables at events, printing marketing and educational material, purchasing supplies, contracting outside labor for voter education and election outreach activities. Exclude multilingual.
ssothoutream	ssoths	services & supplies	Other services and supplies	Voter education & outreach - multilingual only	Costs to rent booths/tables at events, printing marketing and educational material, purchasing supplies, contracting outside labor for voter education and election outreach activities. Multilingual only. Include translation services by contractors.
ssothrevm	ssoths	services & supplies	Other services and supplies	Reviewers - multilingual	Costs for contractors to proof multilingual materials (printed materials such as instructions); to review the multilingual sample ballots and/or ballots including those on the touch screen (written and audio components); to verify that recruited staff speak the required languages with a certain level of competency; etc.
ssothhotm	ssoths	services & supplies	Other services and supplies	Hotline - multilingual 	Costs for contractors to operate a multilingual hotline. 
ssothdatam	ssoths	services & supplies	Other services and supplies	Data mining	Costs for contractors to match surnames to the registration file, to figure out which ethnic/language group someone may belong to, etc.
ssothwareh	ssoths	services & supplies	Other services and supplies	Warehouse lease and supplies	Costs to lease warehouse, to contract outside warehouse labor and to purchase warehouse supplies for election purposes. 
ssothelcom	ssoths	services & supplies	Other services and supplies	Election day communication 	Costs to purchase/lease cell phones, aircards, and other communication equipment for election day.
ssothphbank	ssoths	services & supplies	Other services and supplies	Phone bank operations	Costs to operate election phone bank by outside labor and to purchase phone bank supplies, including headsets, manuals, etc.
ssothwebsite	ssoths	services & supplies	Other services and supplies	Website building/updating/maintenance	Costs to build/update/maintain the election website by a contractor.
ssothcpst	ssoths	services & supplies	Other services and supplies	Computers/printers/scanners/telephones	Usage charges for using computers/printers/scanners/telephones for election purposes (exclude capital purchases). Pass if these charges are included in your indirect costs. 
ssothoth	ssoths	services & supplies	Other services and supplies	Other - exclude multilingual	All other election related services and supplies. Exclude multilingual.
ssothothm	ssoths	services & supplies	Other services and supplies	Other - multilingual only	All other election related services and supplies. Multilingual only.
ssothcomment	ssoths	services & supplies	Other services and supplies	General Comments & Concerns about this section	General Comments & Concerns about this section
